"15","Granbäck d. 31 Aug. 1872","<p>Albert Edelfelts brev till Alexandra Edelfelt från Granbäck den 31 augusti 1872, 4 sidor.</p><p /><p></p>","adel, akademier, arbete, beställningar, bibliotek, biskopar, böcker, dagstidningar, diktare, ekonomi, fiskar, framtid, författare, herrgårdar, hotell, häst, illustration, konserter, lyrik, museer, musik, nyheter, pamfletter, politik, politiker, porträtt (konstverk), professorer, präster, resor, riksdag (folkrepresentation), skönlitteratur, slott, studenter, sällskapsliv, våld, värdshus, äktenskap, slagsmål, generaler, kadetter, modeller (yrken), militärer (personer)","swe, lat (uttryck), ger (uttryck)","31.8.1872","31","8","1872","","","","URN:NBN:fi:sls-551-1403107521540"
"16","Lund den 4 September 1872.","<p>Albert Edelfelts brev till Alexandra Edelfelt från Lund den 4 september 1872, 10 sidor.</p><p /><p></p>","arkitekter, arkitektur, böcker, danska, ekonomi, epos, författare, guldsmedsarbeten, hotell, kläder, konserter, konst, konstsamlingar, kungar, kungligheter, kyrkor, litteratur, lyrik, museer, möbler, opera (konstart), parker, prinsar, prinsessor, präster, slott, studenter, studentliv, städer, svenska, tyska, universitet, utställningar, ångbåtar, brevväxling, majorer, tavlor, militärer (personer)","swe, den (uttryck och meningar)","4.9.1872","4","9","1872","","","","URN:NBN:fi:sls-552-1403107521550"
"17","Granbäck d. 11 September 1872.","<p>Albert Edelfelts brev till Alexandra Edelfelt från Granbäck den 11 september 1872, 4 sidor. Ett stycke av brevpappret fattas i mitten av brevet.</p><p /><p></p>","adel, blommor, ekonomi, finländare, Gud, gåvor, hem, herrgårdar, kläder, porträtt (konstverk), ryssar, sjukdom (tillstånd), slott, släktingar, svenskar, sällskapsliv, trädgårdar, trädgårdsodling, tåg","swe","11.9.1872","11","9","1872","","","","URN:NBN:fi:sls-553-1403107521560"
"18","Fragment, Forts d. 20.","<p>Odaterat fragment av Albert Edelfelts brev till Alexandra Edelfelt, innehåller fortsättning från den 20 september 1872. 4 sidor. Brevet saknar början och slut.</p><p /><p></p>","adel, döden, ekonomi, gustaviansk stil, gustavianska tiden, kläder, konstnärer, kungar, mat, måltider, slott, tjänstefolk, porträttmåleri","swe, fre (uttryck)","september 1872","","9","1872","","","","URN:NBN:fi:sls-554-1403107521570"
"19","Gripsholm d. 23 Sept 72.","<p>Albert Edelfelts brev till Alexandra Edelfelt från Gripsholm den 23 september 1872, 4 sidor.</p><p /><p></p>","döden, fotografier, Gud, historia, historieuppfattning, kläder, konst, kungar, måltider, post, renässansen, skönlitteratur, sorg, porträttmåleri","swe, fre (uttryck)","23.9.1872","23","9","1872","","","","URN:NBN:fi:sls-555-1403107521580"
"20","Fragment","<p>Fragment av Albert Edelfelts brev till Alexandra Edelfelt från 1872, 2 sidor. Brevet saknar början.</p><p /><p></p>","framtid, gustaviansk stil, gustavianska tiden, konst, kungar, slott, släktingar, tjänstemän, porträttmåleri","swe","1872","","","1872","","","","URN:NBN:fi:sls-556-1403107521590"
"21","Gripsholm d. 26 Sept.","<p>Albert Edelfelts brev till Alexandra Edelfelt från Gripsholm den 26 september 1872, 2 sidor.</p><p /><p></p>","drömmar, dygnets timmar, döden, fotografier, historia, historieforskning, illustration, inredning (verksamhet), interiörer, litteratur, slott, porträttmåleri","swe, fre (uttryck)","26.9.1872","26","9","1872","","","","URN:NBN:fi:sls-557-1403107521600"
"22","Reval kl. 4 ½ e.m.","<p>Albert Edelfelts brev till Alexandra Edelfelt från Reval [Tallinn] antagligen den 26 september 1873, 4 sidor.</p><p /><p>Älskade Mamma!</p><p>Det är ännu icke 5 timmar sedan vi skildes, och dock känner jag det redan som ett behof att skrifva till Mamma. Så länge jag kunde, höll jag mina fuktiga ögon rigtade mot Eder alla på stranden, och när jag icke mera kunde urskilja de hvita näsdukarna eller de kära studentmössorna kändes det tungt, mycket tungt för mig. Med begärlighet hängde jag med blickarne fast vid Helsingfors hvita stenhus och de älskade, skrofliga, finska klipporna. Jag hviskade ett långt, varmt farväl till allt det kära, jag lemnade bakom mig, brydde mig icke om att tänka framåt, utan beslöt att söka det botemedel som ovillkorligen är det bästa för allt hvad sorg och ledsnad heter – sömnen.</p>","glasögon, resor, släktingar, studenter, ångbåtar, sjökaptener","swe, ger (ord)","1873","","","1873","","","","URN:NBN:fi:sls-558-1403107521610"
"23","på Östersjön, nära Bornholm, d. 28 Sept.","<p>Albert Edelfelts brev till Alexandra Edelfelt från ett fartyg som befinner sig i närheten av Bornholm den 28 september 1873, 8 sidor. Illustrationerna ""de två medpassagerarna"" på sid 3 och ""de tre däckspassagerarna"" på sid 6.</p><p /><p>[...] Summa summarum voro vi tre (3) salongspassagerare incl. undertecknad. Mina två kamrater skall jag genast hafva den äran presentera. 1º Landrath, Geheimerath, Hochwohlgeborner Herr von Fock: en gammal, sjuttioårs gubbe, gammal ungkarl och rik godsegare. Han reser alla år ut, och då alltid med Porthan, lärer på sina stora possessioner i Estland mycket ifra för folk upplysning o.d. och tyckes öfverhufvud vara en hygglig och treflig gubbe. Han gör alltjemnt frågor om Finland, om förhållanden och personer derstädes o.s.v. Han för här om bord sin egendomliga diet och tyckes på allt vara något originel och pedantisk – men det skadar inte. 2º Herr Rosenbaum, studirender bei der Universität zu Carlsruhe, frücher student in Dorpat: En ung, hygglig och glad man, ser bra ut, men har naturligtvis som tysk student och Verbindungs mitglied 3 stora ärr i ansigtet, följder af – Ehrensachen! – Vi hafva räsonnerat om allt möjligt, och kommit mycket bra öfverens. Han är egentligen hemma från Östersjöprovinserna, men har som många af hans landsmän, utbytt Dorpat mot ett tyskt universitet. F.n. studerar han chemie i Carlsruhe. Det är rätt egendomligt att se, hvilket märkvärdigt syskontycke dock studenter öfver hela verlden hafva. Räknar man blott bort ”Deutschthum”en, så är min resekamrat precis skapt som en civis academicus i Hfors. Jag har fått höra ofantligt många lustiga historier från studentlifvet; om fester, fackeltåg, dueller, konfysa professorer o.s.v. – Som vår man äfven varit med i kriget mot Frankrike som sjukskötare, har jag äfven blifvit trakterad med en massa bilder ur verkligheten från 1870–71. – Igår tog jag mig före, att inlåta mig i dispyt med honom angående duellerna, specielt de tyska, som enligt min åsigt endast äro ett oförnuftigt stympande af sin nästas lekamen. Han tycktes vara ganska räsonabel i detta fall; menade som jag, att duellerna blifvit missbrukade vid de tyska universiteten, men tycktes dock mena att de äro ett lifsvilkor, ett conditio sine qua non för ett hurtigt och gladt ”Burschenleben”. Som student bör man söka komma in i en Verbindung, som en ”Verbindungs mitglied"" måste man antaga en utmaning. Min reskamrat hade sjelf blifvit utmanad, och hade då måst antaga utmaningen. Visserligen heter det: </p><p>Sår är vikingavinst och det pryder sin man</p><p>När på bröst eller panna det står, men jag kan omöjligen finna de 2 ärr han har i pannan och det ena öfver näsan vara annat än högst vanprydande för hans eljes vackra ansigte. – Andra dueller kunna dock passera men pistolduellerna – usch. Det ligger något hemskt uti detta ögonblickliga uppgörande i affären, helst det nästan helt och hållet är Odet som här bestämmer utgången. [...]</p><p></p>","dieter, dueller, ekonomi, hamnstäder, hansan, historia, illustration, krig, kyrkor, medeltiden, naturbeskrivning, resenärer, resor, segelbåtar, studenter, studentliv, städer, värdshus, ångbåtar","swe, ger (ord och meningar), lat (uttryck), fin (ord)","28.9.1873","28","9","1873","","","","URN:NBN:fi:sls-559-1403107521620"
"24","Köln. d. 29 September 1873.","<p>Albert Edelfelts brev till Alexandra Edelfelt från Köln den 29 september 1873, 8 sidor.</p><p /><p>[...] Jag har verkligen kommit ett godt stycke i väg sedan i går kl. 9 på morgonen, jag är nu i södern, åtminstone såtillvida, att jag ätit vindrufvor i mängd och massa för 2 groshen, i afton druckit rhenskt vin för några penni, och nu som bäst ser min bädd framför mig bäddad icke med täcke utan med filt och bolster. – Ingen kakelugn finnes i rummet der jag skrifver (på ”Russischer gasthof”), endast en kamin. [...]</p><p>[...] Numera ångrar jag ej ett ögonblick, att jag tagit vägen öfver Tyskland, ty jag har utan tvifvel sett och lärt en hel hop saker mera, än om jag farit öfver Sverige, som jag känner redan förut. Folket här är betydligt mörkare än i Lübeck. I synnerhet hafva fruntimmerna här en helt annan typ. </p><p>I sjömansvisan heter det</p><p>: De Lübeckske flickor de äro så fin,</p><p>De hafva båd silfver och guld uti skrin,	och om man också måste tro det senare, så kan man på inga vilkor gå in på det förra. Fula som stryk, lunsiga illa klädda! I allmänhet skulle jag vilja påstå att fruntimmerna i Helsingfors kläda sig bättre än dessa här. Jag vet ej hvad det är, som gör dessa tyska damer så otrefliga i mina ögon. Dugtiga, matfriska menniskor allesamman, med hängande lockar och stora fötter. De ha alla ett visst slägttycke med moder Germania, sådan hon framställes med svärd i hand såsom ”Die Wacht am Rhein”. [...]</p><p></p>","arméer, artighet, byggnader, ekonomi, katolicism, kejsare, krig, kvinnor, kyrkor, landskap (fysiska helheter), mat, nationalkaraktär, politik, religion (fenomen), resenärer, soldater, språk, städer, temperatur, tyska, tåg, visor, värdshus, värme, värnplikt, borgerlighet","swe, ger (uttryck)","29.9.1873","29","9","1873","","","","URN:NBN:fi:sls-560-1403107521630"
"25","Antwerpen d. 2 Oktober 73.","<p>Albert Edelfelts brev till Alexandra Eldelfelt från Antwerpen den 2 oktober 1873, 12 sidor. Illustrationerna ""M. Joseph Van Loon"" på sid 4, ""två kvinnor i folkdräkt"" på sid 6 och ""två katolska präster"" på sid 7.</p><p /><p>[...] Antwerpen – Anvers (s höres) är en stor stad. Särdeles vidsträckt är den, och rörelsen på gatorna är mycket liflig isynnerhet middag och qväll. – Katedralen ligger alldeles härinvid; det ofantligt höga tornet har jag rakt framför mig, och klockspelet håller just på att spela en lång visa – ett rätt eget nöje, som bestås hvar ¼ timme. Märkvärdigt nog hafva melodierna alls ingen kyrklig prägel, utan låta så ytterst glada och lefnadslustiga. Kyrkan ligger i den gamla delen af staden likasom Goude Rose; gaflarna stå utåt gatan, oformliga Mariabilder hänga i hvarje gathörn, gränderna äro trånga och krokiga. Man skulle alls ej förvånas öfver att se en skråprocession eller en skara af Antwerpens tappra borgare från fordomtima tåga fram här, så ålderdomlig förefaller denna del af staden. – Man behöfver dock ej gå långt förrän man finner breda boulevarder, snygga, moderna hus och präktiga asphalt gator, med ett ord det XIXde århundradet! Det är vackert och upplyftande att se, att tre de förnämste platserna här i staden prydes med bilderna af tre målare: Rubens, Teniers, Van Dyck. På sockeln till Rubens vackra bildstod står endast på latin: Åt P.P. Rubens, fordom antwerpisk medborgare, reste Antwerpens senat och folk stoden. – Mera behöfves icke: redan denna enkla inskrift är lika hedrande för mannen, hvars bild står der, som för den stad, som fostrat honom och nu håller hans minne stort, aktadt och hedradt. Jag har sett och beundrat målningarna i katedralen, jag har kännt mig som en mask inför Rubens’ gigantiska snille, men jag har kännt mig hänförd, upplyftad på samma gång af att stå ansigte mot ansigte mot några de största mästerverk konsthistorien har att uppvisa. [...]</p><p>[...] Akademien, som sammanhänger med museet ligger utmärkt vackert; höga majestätiska popplar omskugga den trefliga byggnaden, allt ser inbjudande ut. Vi knackade nu på dörren till Direktorns rum, den öppnades, och Mr de Keyser stod framför oss – en gråhårig och gråskaggig gammal man, med ett elegant och hyggligt utseende. Vi trädde in i de Keyser magnifika atelier, och Mr Van Loon dre presenterade mig nu, och framhöll specielt att en aktad man i mitt eget land (d.v.s. Kom. Hackman) framhållit mina anlag som goda o.s.v. – Med klappande hjerta öppnade jag min rulle med ritningar och höll en och en i gången framför direktorn. ”C'est un bon commancement, monsieur et vous êtes jeune encore” sade han ”on voit que vous avez des grandes dispositions, et de la facilité.” – Att ett sådant omdöme skulle gläda mig, är klart, och jag frågade nu om jag kunde blifva antagen i Akademien. – Och jag blef antagen utan vidare. Dock beklagade Mr de Keyser, att han också på mig måste tillämpa lagens bokstaf, som säger att hvar och en på akademin måste utföra någon teckning efter antiquen. Det var dock icke värre än att jag genast af sekreteraren blef inskrifven och af honom fick inträdesbiljett. Mina antikritningar tyckte direktören icke rigtigt om, ”mais ce n’est pas vôtre faute, tillade han skrattande och tycktes mena, att alla ritlärare hade galna metoder, undantagande de i Antwerpen. – Han trodde, att jag redan om några veckor skulle bli uppflyttad i högre klass, och rådde mig att stanna här till nästa Juni, emedan kursen egentligen begynner i Maj, fortfar sedan till 1 Augusti, då ferierna, som räcka till Septembers slut vidtaga. I anatomi, perspektiv, composition, ästhetik m.m. kommer jag således att börja midt i kursen. – Han frågade mig om jag betänkt mig noga innan jag gifvit mig af till A., en ort der man arbetar så flitigt, och der reglerna äro så stränga, och jag svarade naturligtvis, att det var just för att arbeta som jag kommit hit, just för att jag visste att man har hölls i tukt och Herrans förmaning. – Om Hulda Berndtson sade han: Elle est vraiment jolie, je vous avoue! Om mammas porträtt att det var väl tecknadt men att färgen hade fel, angående färgen i de öfriga målningarna hade han ett och annat att anmärka men slutade dock med att det var en god början, och att han trodde, att jag på jämförelsevis kort tid skulle komma att göra framsteg. Akademie-undervisningen börjar först om måndag, då jag bör vara der kl. ½ 10. [...]</p>","beställningar, bildkonstläroinrättningar, kaféer, ekonomi, flamländska, folkdräkter, franska, Gud, historia, illustration, jesuiter, katolicism, konst, konstnärer, kyrkor, nationalkaraktär, nunnor, präster, religion (fenomen), samhällsklasser, språk, studier (studieinnehåll), städer, svenska, sällskapsliv, värdshus, flamländare","swe, fre (meningar), fle (uttryck)","2.10.1873","2","10","1873","","","","URN:NBN:fi:sls-561-1403107521640"
"26","Antwerpen d. 8 Oktober 73","<p>Albert Edelfelts brev till Alexandra Edelfelt från Antwerpen den 8 oktober 1873, 4 sidor.</p><p /><p>[...] Med några unga engelsmän och amerikanare har jag gjort bekantskap här: Mr Jamesson är en ung elegant Londonare Mr Hiockley och en annan, som jag ej vet namnet på, hemma från Philadelphia. Amerikanarne äro ytterst tillgängliga: bråka franska och tyska om hvart annat, för att göra sig förstådda, och tala lika uselt båda skråken. Engelsmännena äro ej heller några öfverdängare i afseende å språk. kunskap. I synnerhet är deras uttal besatt. Hvar och en vet t.ex. huru man uttalar: estaminet, paresseux och samedi, men detta hindrar dock ej dessa herrar att säga: istäminett, pärissu, och sämday, allt med stark tonvigt på första stafvelsen. – Under dessa dagar har jag suttit på akademin emellan den omtalade holländaren Mr Boss och en ung fransos Mr Dubois. – Flämerne sjelfva äro ej så tillgängliga som dessa utländingar, kanske också deras eviga flämiska som de alltid nyttja sinsemellan, gör att en främling tycker det. Af detta sistnämnda språk begriper jag bra litet. Det talas här i allmänhet ofantligt fort, och Mamma får en föreställning om hur flamlandskan låter om Mamma med största möjliga hastighet rabblar upp hebbederabbeuitoopabbalebebbedoreggade o.s.v. – Att Eene qärste betyder en seidel öl, att butterbrod me kas, betyder smörgås med ost o.d. har jag dock kunnat uppsnappa. Med franskan står det klent till hos undertecknad, och här, då det icke mera är fråga om att berätta för Maisonette huru mycket folk der och der var, huru den eller den var klädd, tog sig ut och förde sig, - hjelper man sig ej med blotta fraser. – Undervisningen är helt fransk vid akademin och det gläder mig emedan jag i vidrigt fall skulle stå mig temmeligen slätt. [...]</p><p>[...] En rolig, alldeles färsk nyhet kan jag berätta. Idag på morgonen lemnade den omtalade Holländaren, Brüssel-bon och jag in våra profarbeten. Efter 1 ½ timme, tillbragt i oviss förbidan, kom surveilleuren, Mr Pierre och förklarade att af dessa tre endast Mr Edelfelt blefve uppflyttad, och att Prof. Van Lerius sagt att hans ritning vore den bästa af alla de 4 täflandes. Den lilla brugerois’en, som bär det äkta katolska namnet Pion de Pape, och jag fingo således rättighet att redan imorgon begynna måla, något som våra hrr. Kamrater ännu lär få vanta på någon tid. – Unge Mr dé Pape, en utmärkt tecknare, menade att vi nog skulle kunna stå oss i jämbredd med de andra i målarklassen, isynnerhet som han ansåg några af engelsmännen, som voro der, måla under all kritik. I morgon skola vi få en italienare till modell och jag fröjdar mig vid tanken derpå. [...]</p>","affärer, bildkonstläroinrättningar, dagstidningar, engelska, flamländska, franska, färger (material), hamnar, handel, helgon, jesuiter, katolicism, kläder, konst, politik, religion (fenomen), skogsindustri, släkter, språk, studier (studieinnehåll), temperatur, tyska, väderlek, Årstider, tronföljd","swe, fre (meningar och ord), fle (ord och uttryck), lat (uttryck)","8.10.1873","8","10","1873","","","","URN:NBN:fi:sls-562-1403107521650"
"27","Antwerpen d. 16 Oktober 73.","<p>Albert Edelfelts brev till Alexandra Edelfelt från Antwerpen den 16 oktober 1873, 4 sidor.</p><p /><p>[...] Jag märker att jag ändå ofantligt mycket är fästad vid hemmet; ty jag känner mig som en annan menniska då jag igen för en stund fått lefva tillsammans med Eder alla i Helsingfors. Annis bref var inte det minst roliga; jag tycker mig se min kära syster sitta och peta ihop dessa stora och tydliga bokstäfver i sitt anletes svett. Men syster Anni har heder af sitt verk, det är så ordentligt, att det inger den största aktning för hennes framsteg och insigter i skriftställeri. Tidningarne från Helsingfors har jag slukat så godt jag kunnat på fristunderna. Ledsamt att ej få vara med om förtjusningen öfver Dietrichson. Det är sannt, jag omges ju också här af mycket stort och vackert, ja jag behöfver blott gå några steg för att ha framför mig de herrligaste mästerverk, men, då man ej har någon rikgtigt bekant, någon som man kunde sympathisera med, för hvilken man skulle kunna beskrifva sin beundran, sin förtjusning, så känner man sig dubbelt ensam bland seklernas skönaste konstverk. [...]</p>","brev, ekonomi, franska, färger (material), helgon, kläder, konst, konstnärer, mat, sjukdom (tillstånd), skönlitteratur, språk, studier (studieinnehåll)","swe","16.10.1873","16","10","1873","","","","URN:NBN:fi:sls-563-1403107521660"
