"2075","Edelfelt reste med skärgårdsångbåt från Helsingfors till Stockholm; för saknaden är avgångstiden från Hangö lämplig, man kryper genast till kojs för att på morgonen vakna långt ute på sjön; som reskamrat hade han Bernhard Reinhold; förutom de två var det bara en ensam fröken Maria Ammondt som av salongspassagerarna sent dröjde sig kvar på däck; Edelfelt kände sig manad att slinka iväg en stund och vara artig mot henne, bland annat pratade de om att Strömparterren i Stockholm är vacker; Edelfelts omdöme av konversationen var att fröken Ammondt har den föreställningen att det är nödvändigt att slå in på svärmeri och känslosvall för att vara intressant, vilket enligt Edelfelt hör till de tråkigaste konversationsämnen i världen; de nattliga drömmerierna på däck resulterade följande morgon i en förkylning.","6","2"
"2077","Ångbåten anlände till Ekenäs mitt i natten; lossandet och lastandet störde nattsömnen, det lät som om Thor med sin hammare dundrade på fördäcket; det enda han såg av Ekenäs var en skymt av ""civis"", medborgare [här i betydelsen medlem i Nyländska studentavdelningen], Loschaken (Karl) Nordström, som är ingenjör på Hangöbanan.","6","3"
"2078","Tant Gustafva Pomell steg i land i Skuru, där hon skulle mötas av Alma Alléen (doktorinnan från Fiskars); Gunnar Berndtson steg ombord för att följa med till Stockholm, han kom till ångbåtskajen i sällskap med Wilhelm Pipping, som skulle fara in till Ekenäs; Edelfelt fick inte nöjet att träffa Hulda Berndtson.","6","4"
"2079","Edelfelt har på återvägen blivit bjuden att vika in till Lindö, Fiskars och Saaris.","6","5"
"2080","De förkylda Edelfelt och Bernhard Reinhold tog då båten anlände till Åbo en ""istvoschik"", droska, till ett apotek där de fick ""chinin och fräspulver""; ""gubben"" Robert Wilhelm Ekman tog hand om dem, då han kom för att hälsa på Reinhold; då ångbåten fortsatte bäddade Edelfelt ner sig i filtar och följande morgon kände han sig fullkomligt ""restaurerad"", återställd.","6","6"
"2081","Edelfelt hade i förbifarten träffat ""gubben"" Nils Pinello i Åbo; han hade på grund av illamåendet inte kunnat besöka denne; besöket fick skjutas upp till återresan.","6","7"
"2082","Edelfelt hade på båten till Stockholm doktor Karl August Bomansson till hyttkamrat; de hade talat om fornforskning; i språkfrågan var de av samma åsikt, och kritiken mot Morgonbladet, Kaarlo Bergbom och andra var inte skonsam.","6","8"
"2083","Ombord på ångbåten fanns baron Fridolf Linder, som i samtal med Gunnar Berndtson hade kallat Edelfelt en hygglig ung man, även om de aldrig hälsat på varandra i Helsingfors. ","6","9"
"2084","Edelfelt anser att fröken Maria Ammondt inte är ""någon särdeles fysionomist""; hon beundrade vildheten i den beskedliga Ekenäsbon herr Karl Silfverbergs blick; hon tyckte att en i Edelfelts mening knipslug åländsk gästgivare var ett exemplar av åländsk redlighet; i Stockholm anmärkte hon om några rödnästa borgare i en elegant hyrvagn: ""det der var visst några excellenser"".","6","10"
"2085","Bernhard Reinhold hade på grund av den ""Schönen Aussicht"", den vackra utsikten, rekommenderat hotel Frankfurt i Stockholm; morbror Gustaf Brandt hade också nämnt samma ställe; morbrodern hade bett om en bild på utsikten från Granbäck, Edelfelt tecknade honom vyn från hotellfönstret; Edelfelt tecknade utsikten i brevet, men den var inte mycket att hurra för då deras rum vätte mot Kråkgränd och inte mot Skeppsbron.","6","12"
"2086","I Strömparterren träffade de Gösta Antell, som var på väg hem till Helsingfors efter en badortsvistelse i Sandefjord; ""Stackars gosse! Det är synd att ett så godt hufvud som hans skall uppbäras af en så skrabbös lekamen""; i Norge hade Antell varit bjuden till Bjørnstjerne Bjørnsson, men funnit denne ""sökt och affekterad""; Antell lovade hälsa deras bekanta i Finland, också Alexandra Edelfelt om han träffade henne.","6","13"
"2087","De har varit på Söder, Mosebacke, Nationalmuseum och Hasselbacken.","6","14"
"2088","Gunnar Berndtson och Edelfelt såg på både Nationalmuseum och Hasselbacken en dansk flicka som påminde om Marie-Antoinette; de beundrade hennes utseende och speciellt hennes profil.","6","15"
"2089","Edelfelt har köpt ett halvt dussin skjortkragar; han har också köpt färger och andra nödvändiga målarartiklar, samt några saker åt ""gubben"" Robert Wilhelm Ekman, på uppdrag av denne.","6","17"
"2090","Edelfelt har skrivit ett brev försett med Ellen Edelfelts frimärke till tante Adelaide Leuhusen och tänker ta ångbåten till Södertelje för att åka vidare och besöka denna i Jönköping.","6","18"
"2091","Gunnar Berndtson är ledsen över att Edelfelt skall resa från Stockholm; Edelfelt om Berndtson: ”Han vore nog bra till reskamrat, om han bara icke vore så tyst. Troligen kommer sig denne stumhet nu deraf att han endast är öga och öra, men tråkigt förefaller det dock i längden att ej samtala med hvarandra.”","6","19"
"2092","I Berns salong betraktade en herre nyfiket deras studentlyror men tvekade att tilltala dem; Edelfelt träffade en finsk student (Otto) Burman.","6","20"
"2093","Före Edelfelt åker från Stockholm är det många saker han skall hinna med, gå till fotografen, besöka Riddarholmskyrkan, Gustafsbergs försäljning och söka upp Nils Mandelgren.","6","21"
"2094","Edelfelt har en ond tå; han tackar Tajta (Fredrika Snygg) för ""tåpaketet"" som gjort tillvaron lättare; han skall be doktor Eljert Mobeck kurera den i Jönköping.","6","22"
"2095","Utsikten över Vettern påminner om schweiziska vyer och har, till skillnad från övriga delar som han sett av Sverige, stora olikheter med Finland. ","7","2"
"2096","Då Edelfelt anlände till Granbäck väntade brev från Alexandra Edelfelt och Axel Antell.","7","3"
"2097","Före Edelfelt åkte från Stockholm köpte han handskar, besökte Riddarholmskyrkan, lät fotografera sig och åt middag på Berns salong.","7","4"
"2098","Gunnar Berndtson var med på ångbåten till Södertälje, för att därifrån med tåg åka till Forsvik bruk och hälsa på sin farbror.","7","5"
"2099","På ångbåten träffade Edelfelt vännen Niklas Gulin; i trängseln på båten försökte han hålla igång en otillfredsställande konversation med en svensk student; bättre utbyte hade Edelfelt av konversationen med en äldre herre; de pratade om Finland, mest om politik i allmänhet; det är ledsamt att se svenskarnas medlidande och deras oförmåga att frigöra sig från föreställningen att Finland är och förblir ett ""träldomens gyllene näste"".","7","6"
"2101","I Södertälje lär det finnas särdeles mycket badgäster då det ryktas att kungen (Karl XV) skulle komma dit; Edelfelt har hört att den stora skönheten fröken Lovisa Thyselius är på plats.","7","7"
"2102","Edelfelt tog avsked av Gulin och den svenske herren från ångbåten; han gick upp till Stadshotellet men lyckades inte hitta fröken Jenny Lybecker, till vilken fröken Maria Ammondt hade bett honom framföra hjärtliga hälsningar.","7","8"
"2103","Gunnar Berndtson och Edelfelt gjorde en liten tur i Södertälje innan Edelfelt sökte upp sina släktingar; faster Hermanine Edelfelt, tante Jenny Lidman som låg konvalescent och ""gubben"" Carl Lidman som påminde om morbror August Streng då han berättade om minnen från tiden som provisor vid Apoteket Korpen vid Stortorget i Stockholm; faster Hermanine ville Edelfelt skulle stanna längre, vilket inte gick då han redan meddelat Leuhusens om sin ankomst; han lovade att på återvägen stanna till i Telge (Södertälje). ","7","9"
"2104","Gunnar Berndtson och Edelfelt hade rum på Stadshotellet i Södertälje; faster Hermanine Edelfelt följde Edelfelt till tåget följande morgon; hon hälsade till Alexandra Edelfelt och förhörde sig om hans systrar Ellen, Annie och Berta Edelfelt, mamma Alexandra Edelfelt och morbror Gustaf Brandt.","7","10"
"2105","På tåget satt de i samma kupé som en ""hop"" göteborgare; de träffade en ung herr Troilius, son till järnvägsschefen Carl Oskar Troilius, vilken nyss kommit hem från Belgien och steg av med Gunnar Berndtson vid Töreboda; Edelfelt delade sedan kupé med ett danskt par och ett par från Skövde, som frågade om kapten Erik Edelfelt var Edelfelts farbror; herren från Skövde beskrev sedan varje by i Västergötland som de åkte förbi.","7","11"
"2106","Gustaf och Manne (Alexander) Leuhusen mötte Edelfelt på Jönköpings station.","7","12"
"2111","Överste Leuhusen var borta i Danmark vid lägret i Hald; tante Iden (Adelaide) Leuhusen och doktor Eljert Mobeck var däremot på plats, likaså lilla Fedi (Fredrik) och tjocke Reinhold Leuhusen; tante Iden beklagade att Alexandra Edelfelt inte var där.","7","14"
"2113","Jönköping är en nätt stad; Edelfelt är betagen av Vettern och dess blåa klara ton; vägen till ""Grånbäck"", Granbäck, är också vacker.","7","13"
"2115","På Granbäck har den ""avdankande"" informator Granberg ersatts med en ny informator, lundastudenten Wahlström.","7","15"
"2116","Edelfelt tycker om pojkarna Leuhusen; Gustaf Leuhusen har något ""gentilt"", ridderligt, i sin hållning och sitt sätt; denne påminner om Robert Björksten och blir säkert militär; Manne (Alexander) Leuhusen är mera naturbarn.","7","16"
"2117","Reinhold Leuhusen roar Edelfelt; ""Den lilla feta, trygga figuren, de lyckade minerna, den förskräckliga småländskan, allt gör att Reinhold förefaller så komisk"".","7","17"
"2118","Edelfelt har med pojkarna Leuhusen, Reinhold, Manne och Gustaf, simmat i Vettern; på Granbäck finns en egen strand; pojkarna har också utforskat Edelfelts studentmössa och frågat efter ""tante Edelfelt"", Alexandra Edelfelt; Vettern påminner om Comosjön och tante Iden (Adelaide) Leuhusen har tagit dem till Höstklippan i närheten av Trånghalla, där man kunde se Vettern från Jönköping till Visingsö. ","7","18"
"2119","Med Gustaf och Manne (Alexander) Leuhusen åkte Edelfelt till Jönköping och besökte fröken Porath.","7","19"
"2120","Edelfelt tittade in hos doktor Eljert Mobeck, som inte var hemma; Edelfelt fick åtminstone se Mobecks trädgård; farbror Gustaf Brandt har bett honom rapportera om trädgårdar; tante Iden (Adelaide) Leuhusen är också intresserad av trädgårdsskötsel och har planterat alla blommorna på Granbäck.","7","20"
"2121","Brevet fortsatt den 24 juli 1872.","7","21"
"2122","Kung Carl (XV) väntas passera Jönköping; Edelfelt och de andra kommer att åka in till stan; Eljert Mobeck har på kvällen bjudit dem hem till sig och erbjudit Edelfelt att ""kinesa"", sova över; alla är bekymrade över kungens hälsa.","7","22"
"2123","Edelfelt har reflekterat över hur lyckligt land Sverige är i politiskt avseende; det lönar sig inte för svenskarna att imitera fransmän eller engelsmän.","7","23"
"2124","Fortsatt brevet den 25 juli 1872 på verandan hos doktor Eljert Mobeck, med en makalös utsikt över Vettern och trädgården.","7","25"
"2125","Från Granbäck hade alla tagit sig in till staden; bara Edelfelt och Manne (Alexander) Leuhusen gick till tågstationen för att se kungen (Karl XV) anlända.","7","26"
